species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022
Physcomitrella patens;;Funariaceae;mosses;;Hanson_2014;0,002;;;;mol m-2 s-1;0,002;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 6.1;0;0
Picea abies;;Pinaceae;evergreen gymnosperms;;Eckert_2020;0,034;;;;mol m-2 s-1 bar-1;0,034;0,034;C;EDO;Gu_2010;;1000;;25;;50;1200;10;400;;;50;1,58;;500;6;;LI-6400/LI-6800;;current-year foliage from trees' south facing side at 1.6m;Vaxjo, Sweden;14,82;56,84;;natural;0;0;;;;;;;;;;0,022;;;;;;;;;;;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Text page 333;0;1
Picea abies;;Pinaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,063;;;;mol m-2 s-1;0,063;0,063;F;variable J;Harley_1992;;1000;10;25;leaf;50;2000;;400;400;250;53;1,5;;;8;GFS-3000;PAM 3055-FL;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000;25;22;60;;13;;6,9;0,053;;;61;;;;;;;;;;;;;;;;;;;;;;;;;;4,051;1,909;;;;;;;;;;;;;;;;;;;;212,2;;477,9;0,444;439;;;0,18;;;;;;;;;;;;;;;0,58;0,07;2,79;;;;14,32;14,3;;57,47;29,97;12,56;;;personal communication Veromann-Juergenson (2020);0;1
Picea abies;;Pinaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,069;;;;mol m-2 s-1;0,069;0,069;C;;Ethier_2004;;1000;10;25;leaf;50;2000;;400;;;53;1,5;;;8;GFS-3000;;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000;25;22;60;;13;;6,9;0,053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,051;1,909;;;;;;;;;;;;;;;;;;;;212,2;;477,9;0,444;439;;;0,18;;;;;;;;;;;;;;;0,58;0,07;2,79;;;;14,32;14,3;;;;;;;personal communication Veromann-Juergenson (2020);0;1
Picea abies;;Pinaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,055;;;3;mol m-2 s-1;0,055;0,055;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;25;16;78;;;;6,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;212,2;;;;;;;;;;;;;;;;;;;;;;0,58;;2,79;;;;14,3;14,1;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;Heishui;Duan_2009;0,11;;0,01;4;mol m-2 s-1;0,11;0,11;C;;Ethier_2004;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;;fully matured, current-year needles;;;;;outdoors, greenhouse;0;1;5;905;31,4;31,4;50;;;1461;6,96;;;;58;;;;;;;;38,7;38,7;;vonCaemmerer_1994;;42,5;;;;;;;;-27,45;;;;;1,37;1,321;;;;;;;;;;;;;;;;;;;;103,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;26;Table 1: well watered, Sun;0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;Diebu;Duan_2009;0,036;0,004;;4;mol m-2 s-1;0,036;0,036;P;;;;317;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;;fully matured, current-year needles;;;;;outdoors, greenhouse;0;1;5;905;31,4;31,4;50;;;1461;3,45;;;;;;;;;;;;;;;;;;;;;;;;;-27,5;;;;;1,21;0,942;;;;;;;;;;;;;;;;;;;;128,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3B: full sunlight + well watered, full symbols;0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;Diebu;Duan_2009;0,042;;0;4;mol m-2 s-1;0,042;0,042;C;;Ethier_2004;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;;fully matured, current-year needles;;;;;outdoors, greenhouse;0;1;5;905;31,4;31,4;50;;;1461;3,45;;;;66;;;;;;;;20;20;;vonCaemmerer_1994;;30,2;;;;;;;;-27,5;;;;;1,21;0,942;;;;;;;;;;;;;;;;;;;;128,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;37;Table 1: well watered, sun (second digit after point is added according to Figure 3B);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;wet climate population, year 1;Duan_2011;0,13;;0,01;5;mol m-2 s-1;0,13;0,13;C;;Ethier_2004, Ethier_2006, Sharkey_2007;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;10:00-12:00;fully matured, current-year needles;;;;;semi-controlled environment greenhouse;0;1;8;;20;11,5;60;;;1644;7,53;;;;;0,96;0,34;;;;;;;;;;;;;;;;;;20,56;;;;;;;1,571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4C: W treatment (no enhanced UV-B radiation and well-watered);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;wet climate population, year 2;Duan_2011;0,13;;0,01;5;mol m-2 s-1;0,13;0,13;C;;Ethier_2004, Ethier_2006, Sharkey_2007;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;10:00-12:00;fully matured, current-year needles;;;;;semi-controlled environment greenhouse;0;1;8;;20;11,5;60;;;2009;7,46;;;;;0,97;0,34;;;;;;;;;;;;;;;;;;20,4;;;;;;;1,532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4C: W treatment (no enhanced UV-B radiation and well-watered);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;wet climate population, year 3;Duan_2011;0,13;;;5;mol m-2 s-1;0,13;0,13;C;;Ethier_2004, Ethier_2006, Sharkey_2007;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;10:00-12:00;fully matured, current-year needles;;;;;semi-controlled environment greenhouse;0;1;8;;20;11,5;60;;;2374;7,4;;;;;0,96;0,34;;;;;;;;;;;;;;;;;;20,6;;;;;;1,587;1,594;;;;;;;;;;;;;;;;;;;;99,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4C: W treatment (no enhanced UV-B radiation and well-watered);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;dry climate population, year 1;Duan_2011;0,05;;;5;mol m-2 s-1;0,05;0,05;C;;Ethier_2004, Ethier_2006, Sharkey_2007;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;10:00-12:00;fully matured, current-year needles;;;;;semi-controlled environment greenhouse;0;1;8;;20;11,5;60;;;1644;6,16;;;;;0,97;0,34;;;;;;;;;;;;;;;;;;20,36;;;;;;;1,131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4C: W treatment (no enhanced UV-B radiation and well-watered);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;dry climate population, year 2;Duan_2011;0,06;;;5;mol m-2 s-1;0,06;0,06;C;;Ethier_2004, Ethier_2006, Sharkey_2007;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;10:00-12:00;fully matured, current-year needles;;;;;semi-controlled environment greenhouse;0;1;8;;20;11,5;60;;;2009;6,1;;;;;0,97;0,4;;;;;;;;;;;;;;;;;;20,2;;;;;;;1,102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4C: W treatment (no enhanced UV-B radiation and well-watered);0;1
Picea asperata;;Pinaceae;evergreen gymnosperms;dry climate population, year 3;Duan_2011;0,054;;;5;mol m-2 s-1;0,054;0,054;C;;Ethier_2004, Ethier_2006, Sharkey_2007;;900;;25;chamber;50;1500;;360;;;;;;225;;LI-6400;;10:00-12:00;fully matured, current-year needles;;;;;semi-controlled environment greenhouse;0;1;8;;20;11,5;60;;;2374;6,1;;;;;0,97;0,39;;;;;;;;;;;;;;;;;;20,11;;;;;;1,4;1,131;;;;;;;;;;;;;;;;;;;;123,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4C: W treatment (no enhanced UV-B radiation and well-watered);0;1
Picea glauca;;Pinaceae;evergreen gymnosperms;;Benomar_2015;0,041;0,009;;;mol m-2 s-1;0,041;0,041;C;;Ethier_2004, Sharkey_2007;;1000;;25;chamber;20;1400;;400;;;60;1,2;;300;;LI-6400;;;measurements before and 15 days after budbreak, current-year needles;;;;;outdoors, greenhouse;0;1;1,92;800;26,5;18;72;395;18;730;8,5;;;;;;;;;;;;34;34;;Sharkey_2007;;70;;;;;;;;;;;;;2,104;1,187;;;;;;;;;;;;;;;;;;4,397;7,795;177,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 5: current-year needles;0;1
Picea glauca;;Pinaceae;evergreen gymnosperms;site Watford;Benomar_2016;0,14;0,012;;;mol m-2 s-1;0,14;0,14;C;;Ethier_2004, Sharkey_2007;;1000;;25;chamber;50;1500;;400;;;60;1,2;;300;;LI-6400;;08:00-12:00, 14:00-17:00;1-year-old needles within the uppermost lateral shoot;;;;;outdoors;0;0;;;;;;;;1096;10;;;;;2,1;;;;;;;58;58;;Sharkey_2007;;112;;;;;;;22,3;;;;;;2,289;0,87;;;;;;;;;;;;;;;;;;;;263,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3;0;1
Picea glauca;;Pinaceae;evergreen gymnosperms;site Asselin;Benomar_2016;0,174;0,01;;;mol m-2 s-1;0,174;0,174;C;;Ethier_2004, Sharkey_2007;;1000;;25;chamber;50;1500;;400;;;60;1,2;;300;;LI-6400;;08:00-12:00, 14:00-17:00;1-year-old needles within the uppermost lateral shoot;;;;;outdoors;0;0;;;;;;;;1096;11,8;;;;;2,6;;;;;;;66;66;;Sharkey_2007;;128;;;;;;;21,6;;;;;;2,775;1,11;;;;;;;;;;;;;;;;;;;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3;0;1
Picea glauca;;Pinaceae;evergreen gymnosperms;site Deville;Benomar_2016;0,141;0,01;;;mol m-2 s-1;0,141;0,141;C;;Ethier_2004, Sharkey_2007;;1000;;25;chamber;50;1500;;400;;;60;1,2;;300;;LI-6400;;08:00-12:00, 14:00-17:00;1-year-old needles within the uppermost lateral shoot;;;;;outdoors;0;0;;;;;;;;1096;9,7;;;;;2,4;;;;;;;65;65;;Sharkey_2007;;125;;;;;;;20,9;;;;;;2,636;1,16;;;;;;;;;;;;;;;;;;;;227,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3;0;1
Picea glauca;;Pinaceae;evergreen gymnosperms;;Carriqui_2020;0,049;;0,006;5;mol m-2 s-1;0,049;0,049;F;variable J;Harley_1992;;1500;10;25;block;50;2000;12;400;;;45;1,75;;;2;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15;;;;;;;;7,6;0,056;245;86;159;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184;;567;0,32;528;;;0,172;;;;;;;;;;;;;;;0,472;0,251;;4,3;;;32,8;21,6;;36,4;41,3;22,3;;;Table 1;0;1
Picea sitchensis;;Pinaceae;evergreen gymnosperms;;Black_2005;0,042;0,005;;21;mol m-2 s-1 bar-1;0,042;0,085;F;variable J;Harley_1992;100;;;15;;;;;350;350;;;;;;;CIRAS 1;FMS 2;;;;;;;field grown;0;0;;;;;;;;1096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4: control measurements (circles);0;1
Picea sitchensis;;Pinaceae;evergreen gymnosperms;;Wingate_2007;0,16;;;;mol m-2 s-1;0,16;0,16;I;;vonCaemmerer_1991;;;;;;;;;;;;;;;;;;;;sun-lit branches;;356,2;56,62;;field grown (plantation);0;0;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Text page 604;0;0
Pilgerodendron uviferum;;Cupressaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,151;;;3;mol m-2 s-1;0,151;0,151;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;;;78;;;;7,19;;209,5;158,9;50,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172,7;;;;;;;;;;;;;;;;;;;;;;0,6;;3,22;;;;23,3;22,5;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Pinus caribaea;;Pinaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,181;;;3;mol m-2 s-1;0,181;0,181;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;;;78;;;;13,7;;217,1;118,8;98,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175,4;;;;;;;;;;;;;;;;;;;;;;0,24;;2,38;;;;33,9;24,6;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Pinus densiflora;;Pinaceae;evergreen gymnosperms;5-year old;Han_2011;0,25;;0,028;4;mol m-2 s-1;0,25;0,237;F;variable J;Harley_1992;;1100;;25,8;leaf;50;1800;14;386;386;;58;1,4;;250;2;LI-6400;LI-6400-40;;1-year old hemicylindrical needles developed in the previous year. Branches from the upper crown;;140,12;36;24;natural;0;0;;;;;;;;1826;14,17;;257;192,9;64,1;;;;;;61,6;61,6;68,4;68,4;;Sharkey_2007;91;97,9;;;;;;;;-30,11;;;;;2,9;1,328;;;;;;;;;;;;;;;;;;;;215,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;0;1
Pinus densiflora;;Pinaceae;evergreen gymnosperms;11-year old;Han_2011;0,157;;0,015;4;mol m-2 s-1;0,157;0,149;F;variable J;Harley_1992;;1100;;25,8;leaf;50;1800;14;386;386;;58;1,4;;250;2;LI-6400;LI-6400-40;;1-year old hemicylindrical needles developed in the previous year. Branches from the upper crown;;140,12;36;24;natural;0;0;;;;;;;;4018;11,56;;228,1;153,4;74,7;;;;;;56;56;86;86;;Sharkey_2007;103,6;112,7;;;;;;;;-29,43;;;;;3,3;1,394;;;;;;;;;;;;;;;;;;;;233,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;0;1
Pinus densiflora;;Pinaceae;evergreen gymnosperms;15-year old;Han_2011;0,173;;0,006;4;mol m-2 s-1;0,173;0,164;F;variable J;Harley_1992;;1100;;25,8;leaf;50;1800;14;386;386;;58;1,4;;250;2;LI-6400;LI-6400-40;;1-year old hemicylindrical needles developed in the previous year. Branches from the upper crown;;140,12;36;24;natural;0;0;;;;;;;;5479;11,25;;223,3;140,2;83,1;;;;;;64,9;64,9;75,6;75,6;;Sharkey_2007;95;102;;;;;;;;-28,78;;;;;3,6;1,421;;;;;;;;;;;;;;;;;;;;251,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;0;1
Pinus densiflora;;Pinaceae;evergreen gymnosperms;21-year old;Han_2011;0,107;;0,007;4;mol m-2 s-1;0,107;0,101;F;variable J;Harley_1992;;1100;;25,8;leaf;50;1800;14;386;386;;58;1,4;;250;2;LI-6400;LI-6400-40;;1-year old hemicylindrical needles developed in the previous year. Branches from the upper crown;;140,12;36;24;natural;0;0;;;;;;;;7670;10,73;;195,6;121,5;74,1;;;;;;60,6;60,6;112;112;;Sharkey_2007;111;124,8;;;;;;;;-28,94;;;;;4,3;1,624;;;;;;;;;;;;;;;;;;;;265,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;0;1
Pinus densiflora;;Pinaceae;evergreen gymnosperms;;Miyazawa_2018;0,889;;0,254;3;mol m-2 s-1;0,889;0,832;C;;Ethier_2004;;800;;26;leaf;;;9;400;;;60;1,35;;725;;LI-6400;;;sunlit branches;Tsukuba, Japan;;;;field grown;0;0;;;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3: gm_area = gm_Chl * Chl_m-2;0;0
Pinus halepensis;;Pinaceae;evergreen gymnosperms;adult;Kuusk_2018;0,068;0,011;;4;mol m-2 s-1;0,068;0,059;F;variable J;Harley_1992;;2200;10;27;leaf;50;1600;;400;400;;41;2,12;;;2;LI-6400;;;terminal branchlets without cones from the southern part of the upper canopy;;357,82;40,85;950;natural;0;0;;;;;;;;34699;5,29;;250;;78,5;;;;;;;;28,96;28,96;;;;70,91;;;;;;;;;;;;;1,921;0,893;;;;;;;;;;;;;;;;;;;;218;0,76;497,5;0,604;;;;0,187;;;;;;;;;;;;;;;0,385;0,213;2,69;;1,64;3,82;22,39;7,13;;;;;;;accompanying Excel sheet (https://doi.org/10.5061/dryad.hs20gv7): adult trees, year 2005, needle age 0;0;1
Pinus halepensis;;Pinaceae;evergreen gymnosperms;juvenile;Kuusk_2018;0,153;0,023;;4;mol m-2 s-1;0,153;0,134;F;variable J;Harley_1992;;2200;10;27;leaf;50;1600;;400;400;;41;2,12;;;2;LI-6400;;;;;356,31;40,44;682;outdoors;0;1;5;;;;;;;730;6,57;;250;;44,4;;;;;;;;30,92;30,92;;;;80,93;;;;;;;;;;;;;1,336;1,103;;;;;;;;;;;;;;;;;;;;130,1;0,54;444;0,536;;;;0,188;;;;;;;;;;;;;;;0,332;0,298;4,85;;2,52;9,97;31,32;16,02;;;;;;;accompanying Excel sheet (https://doi.org/10.5061/dryad.hs20gv7): juvenile trees;0;1
Pinus halepensis;;Pinaceae;evergreen gymnosperms;;Sperlich_2015;0,033;;0,003;;mol m-2 s-1 bar-1;0,033;0,033;F;variable J;Harley_1992;101,2;1000;;25;leaf;50;2000;13;400;400;;;;;;2;LI-6400XT;LI-6400-40;;sunlit leaf positions, twigs pre-conditioned in the laboratory;;2,07;41,42;270;natural;0;0;;;;;;;;;5,5;0,052;;;;;1,72;;;;;;158,2;158,2;;Bernacchi_2002;;149,7;;;;;;;;;;;;;1,48;0,796;;;;;;;;;;;;;;;;;;;;186;;670;0,226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 5: sunlit leaves;0;1
Pinus kwangtungensis;;Pinaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,044;;;3;mol m-2 s-1;0,044;0,044;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;25;16;78;;;;5,81;;225,5;93,2;132,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,3;;;;;;;;;;;;;;;;;;;;;;0,51;;2,88;;;;16,7;15,3;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Pinus lambertiana;;Pinaceae;evergreen gymnosperms;;Manter_2004;0,074;;0,049;2;mol m-2 s-1;0,074;0,074;F;variable J;Epron_1995;;1600;;25;leaf;;;;;;;60;1,26;;;2;LI-6400;;;current-year-foliage;;;;;outdoor cold-frame;0;1;;;;;;;;548;;;;;;;;;;;29,89;29,89;32,95;32,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;0;1
Pinus massoniana;;Pinaceae;evergreen gymnosperms;;Zhou_2015;0,633;0,332;;;mol m-2 s-1;0,633;0,633;C;;Sharkey_2007;;1500;;25;leaf;50;1400;;;;;;;;;;LI-6400;;08:00-14:00;fully expanded, sun-facing leaves without sign of senescence;;;;;natural;0;0;;;;;;;;;7,6;0,067;;;;;0,97;;;;;;61,63;61,63;;;;88,95;6,9;;;;;;;;;;;;2,25;1,548;;;;;;;;;;;;;;;;;;;;145,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,96;24,03;22,01;;;Figure 2: Control;1;0
Pinus monticola;;Pinaceae;evergreen gymnosperms;;Manter_2004;0,145;;0,023;2;mol m-2 s-1;0,145;0,145;F;variable J;Epron_1995;;1600;;25;leaf;;;;;;;60;1,26;;;2;LI-6400;;;current-year-foliage;;;;;outdoor cold-frame;0;1;;;;;;;;548;;;;;;;;;;;70,03;70,03;85,53;85,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;0;1
Pinus nigra;subsp. Salzmannii;Pinaceae;evergreen gymnosperms;adult;Kuusk_2018;0,084;0,014;;4;mol m-2 s-1;0,084;0,073;F;variable J;Harley_1992;;2200;10;27;leaf;50;1600;;400;400;;41;2,12;;;2;LI-6400;;;terminal branchlets without cones from the southern part of the upper canopy;;357,82;40,85;950;natural;0;0;;;;;;;;36525;6,33;;250;;77,6;;;;;;;;33,56;33,56;;;;95,38;;;;;;;;;;;;;2,556;1,052;;;;;;;;;;;;;;;;;;;;242;1;581,2;0,495;;;;0,15;;;;;;;;;;;;;;;0,608;0,237;3,26;;2,09;5,39;34,7;8,58;;;;;;;accompanying Excel sheet (https://doi.org/10.5061/dryad.hs20gv7): adult trees, year 2005, needle age 0;0;1
Pinus nigra;subsp. Salzmannii;Pinaceae;evergreen gymnosperms;juvenile;Kuusk_2018;0,133;0,019;;4;mol m-2 s-1;0,133;0,117;F;variable J;Harley_1992;;2200;10;27;leaf;50;1600;;400;400;;41;2,12;;;2;LI-6400;;;;;356,31;40,44;682;outdoors;0;1;5;;;;;;;730;6,54;;250;;50,1;;;;;;;;32,08;32,08;;;;102,75;;;;;;;;;;;;;0,987;0,953;;;;;;;;;;;;;;;;;;;;103,2;0,76;619,2;0,325;;;;0,216;;;;;;;;;;;;;;;0,305;0,333;3,58;;1,9;5,6;22,5;12,43;;;;;;;accompanying Excel sheet (https://doi.org/10.5061/dryad.hs20gv7): juvenile trees;0;1
Pinus pinaster;;Pinaceae;evergreen gymnosperms;;Warren_2006b;0,16;0,06;;6;mol m-2 s-1;0,16;0,16;F;constant J;Harley_1992;;1500;;25;leaf;;;;360;360;;67;1,05;;225;;LI-6400;LI-6400-40;;branches from upper one-third of the canopy;;;;;field grown (plantation);0;0;;;;;;;;7305;8;0,069;234;184;50;;2,3;;64;49;;;95;95;;vonCaemmerer_1994;;171;;;;;;;;;;;;;1,933;0,381;;;;;;;;;;;1,9;;;0,598;0,209;0,807;2,9;;;507,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;32,9;Table 2: current-year needles;0;1
Pinus pinea;;Pinaceae;evergreen gymnosperms;adult;Kuusk_2018;0,07;0,008;;5;mol m-2 s-1;0,07;0,062;F;variable J;Harley_1992;;2200;10;27;leaf;50;1600;;400;400;;41;2,12;;;2;LI-6400;;;terminal branchlets without cones from the southern part of the upper canopy;;357,82;40,85;950;natural;0;0;;;;;;;;32872;4,97;;250;;70,7;;;;;;;;24,94;24,94;;;;66,43;;;;;;;;;;;;;3,157;1,192;;;;;;;;;;;;;;;;;;;;268,6;1,1;584,2;0,495;;;;0,167;;;;;;;;;;;;;;;0,554;0,713;3,57;;1,84;4,98;27;9,64;;;;;;;accompanying Excel sheet (https://doi.org/10.5061/dryad.hs20gv7): adult trees, year 2005, needle age 0;0;1
Pinus pinea;;Pinaceae;evergreen gymnosperms;juvenile;Kuusk_2018;0,155;0,037;;5;mol m-2 s-1;0,155;0,136;F;variable J;Harley_1992;;2200;10;27;leaf;50;1600;;400;400;;41;2,12;;;2;LI-6400;;;;;356,31;40,44;682;outdoors;0;1;5;;;;;;;730;7,02;;250;;45,6;;;;;;;;31,37;31,37;;;;92,81;;;;;;;;;;;;;2,137;1,42;;;;;;;;;;;;;;;;;;;;153,2;0,74;644;0,438;;;;0,216;;;;;;;;;;;;;;;0,378;0,385;3,61;;1,66;4,65;18,14;9,04;;;;;;;accompanying Excel sheet (https://doi.org/10.5061/dryad.hs20gv7): juvenile trees;0;1
Pinus radiata;;Pinaceae;evergreen gymnosperms;;Bown_2009;0,202;;0,008;;mol m-2 s-1;0,202;0,284;F;constant J;Harley_1992;;1500;;20;chamber;50;1500;15;360;360;;57;1;;;2;LI-6400;LI-6400-40;;;;;;;greenhouse;0;1;42;;18;15;;;;1096;9,8;0,172;;;;;1,4;;50,1;;44,2;69,28;51;79,94;Bernacchi_2001;;93,4;96,3;;;;;;;;;;;;;1,191;1,036;;;0,093;0,081;;;;;;;;;;;;;;;;114,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;15;Table 2: N1P1 treatment only;0;1
